#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS
4077,Julio Pinto,699207,699207,sa3015812,,FA,2B,2B
4078,Julio Rodriguez,677594,677594,23697,10260,SEA,OF,OF
4079,Julio Rodriguez,680588,680588,sa3007992,,SF,RP,RP
4080,Julio Teheran,527054,6797,6797,7404,MIL,SP,SP
4081,Julio Urias,628711,14765,14765,8669,LAD,SP,SP
4082,Julio Zayas,808289,808289,sa3021234,,NYM,C,C
4083,July Vittini,806655,806655,sa3020286,,PIT,C,C
4084,Jun-Seok Shim,807149,807149,,,PIT,P,P
4085,Juniel Querecuto,578570,12140,12140,,STL,SS,SS
4086,Junior Aybar,808166,808166,sa3021607,,BAL,OF,OF
4087,Junior Calderon,683754,683754,sa3008919,,FA,3B,3B
4088,Junior Caminero,691406,691406,sa3015532,,TB,3B,3B
4089,Junior Cerda,693702,693702,sa3016234,,ARI,RP,RP
4090,Junior Del Valle,699285,699285,sa3015825,,MIN,OF,OF
4091,Junior Fernandez,658551,658551,18496,10666,TOR,RP,RP
4092,Junior Flores,695946,695946,sa3015479,,SF,RP,RP
4093,Junior Franco,691285,691285,sa3015170,,ARI,OF,OF
4094,Junior Garcia,815010,815010,sa3022283,,ATL,OF,OF
4095,Junior Guerra,448855,5702,5702,9067,FA,RP,RP
4096,Junior Manon,693705,693705,sa3016139,,LAA,2B,2B
4097,Junior Marino,700717,700717,sa3016345,,FA,C,C
4098,Junior Melo,673235,673235,sa3003385,,FA,C,C
4099,Junior Ortega,678265,678265,sa3008736,,FA,OF,OF
4100,Junior Paniagua,683488,683488,sa3008875,,FA,SS,SS
4101,Junior Perez,678577,678577,sa3005744,,OAK,OF,OF
4102,Junior Pina,695283,695283,sa3016911,,BAL,SP,SP
4103,Junior Quezada,800296,800296,sa3018949,,DET,OF,OF
4104,Junior Sanquintin,682628,682628,sa3010863,10405,CLE,SS,SS
4105,Junior Santos,681744,681744,sa3005470,,NYM,SP,SP
4106,Junior Tilien,691708,691708,sa3015187,,NYM,2B,2B
4107,Jurickson Profar,595777,10815,10815,8228,COL,OF,OF
4108,Justice Bigbie,694425,694425,sa3016971,,DET,OF,OF
4109,Justice Thompson,681142,681142,sa3017395,,CIN,OF,OF
4110,Justin Ammons,687059,687059,sa3011664,,TOR,OF,OF
4111,Justin Anderson,605121,605121,16201,,KC,RP,RP
4112,Justin Armbruester,701859,701859,sa3017548,,BAL,SP,SP
4113,Justin Bour,571506,9744,9744,,FA,1B,1B
4114,Justin Boyd,687628,687628,sa3020123,,CLE,OF,OF
4115,Justin Bruihl,677865,677865,23779,11258,COL,RP,RP
4116,Justin Bullock,668908,668908,sa3005213,,MIL,SP,SP
4117,Justin Connell,676667,676667,sa3004884,,FA,OF,OF
4118,Justin Courtney,688896,688896,sa3015069,,NYM,RP,RP
4119,Justin Crawford,702222,702222,sa3020240,,PHI,OF,OF
4120,Justin Dean,681909,681909,sa3007070,,ATL,OF,OF
4121,Justin Dirden,688869,688869,sa3014986,11746,HOU,OF,OF
4122,Justin Dunn,643290,643290,19268,10261,CIN,SP,SP
4123,Justin Evans,681948,681948,sa3014795,,MIA,RP,RP
4124,Justin Fall,686607,686607,sa3017540,,MIA,SP,SP
4125,Justin Farmer,668993,668993,sa3017622,,SD,OF,OF
4126,Justin Foscue,679822,679822,sa3014527,11770,TEX,2B,2B
4127,Justin Garza,621057,621057,19784,11228,BOS,RP,RP
4128,Justin Grimm,518748,11720,11720,,FA,RP,RP
4129,Justin Guerrera,702478,702478,sa3017082,,NYM,2B,2B
4130,Justin Guerrero,692393,692393,sa3015615,,SL,C,C
4131,Justin Hagenman,663795,663795,sa3008022,,BOS,RP,RP
4132,Justin Janas,805332,805332,sa3019903,,ATL,1B,1B
4133,Justin Jarvis,680691,680691,sa3007775,,NYM,SP,SP
4134,Justin Kelly,702124,702124,sa3017072,,TOR,RP,RP
4135,Justin King,659381,659381,sa3018278,,MIL,RP,RP
4136,Justin Lange,694367,694367,sa3014517,,NYY,SP,SP
4137,Justin Lavey,669671,669671,sa3014817,,FA,2B,2B
4138,Justin Lawrence,664875,664875,17639,10499,COL,RP,RP
4139,Justin Lewis,657660,657660,sa3008577,,CLE,RP,RP
4140,Justin Lopez,672358,672358,sa3002670,10562,SD,SS,SS
4141,Justin Maese,663359,663359,sa875002,,NYY,RP,RP
4142,Justin Martinez,679885,679885,24453,11666,ARI,RP,RP
4143,Justin Meis,701568,701568,sa3017207,,PIT,SP,SP
4144,Justin Miller,502522,8580,8580,,FA,RP,RP
4145,Justin Ramirez,814256,814256,sa3021324,,NYM,OF,OF
4146,Justin Rodriguez,699100,699100,sa3015796,,DET,2B,2B
4147,Justin Shafer,596101,596101,16132,,FA,RP,RP
4148,Justin Slaten,686580,686580,sa3010309,,TEX,SP,SP
4149,Justin Smoak,475253,9054,9054,7400,FA,1B,1B
4150,Justin Steele,657006,657006,17312,10477,CHC,SP,SP
4151,Justin Sterner,686993,686993,sa3014864,,TB,RP,RP
4152,Justin Toerner,682109,682109,sa3006735,,STL,OF,OF
4153,Justin Topa,623437,623437,15145,11126,SEA,RP,RP
4154,Justin Turner,457759,5235,5235,7742,BOS,1B/2B/ 3B,1B/2B/ 3B
4155,Justin Twine,657064,657064,sa828686,,FA,SS,SS
4156,Justin Upton,457708,5222,5222,,FA,DH,OF
4157,Justin Verlander,434378,8700,8700,5420,HOU,SP,SP
4158,Justin Washington,689656,689656,sa3011205,,FA,OF,OF
4159,Justin Williams,681334,681334,sa3017076,,HOU,3B,3B
4160,Justin Williams,642211,642211,15490,,FA,OF,OF
4161,Justin Wilson,458677,4301,4301,8007,MIL,RP,RP
4162,Justin Wilson,679655,679655,sa3008166,,NYY,RP,RP
4163,Justin Wrobleski,680736,680736,sa3019501,,LAD,SP,SP
4164,Justin Yeager,687866,687866,sa3010825,,MIL,RP,RP
4165,Justin Yurchak,657144,657144,sa915590,,LAD,1B,1B
4166,Justus Sheffield,656954,17285,17285,9794,ATL,RP,RP
4167,Justyn-Henry Malloy,669234,669234,sa3017073,11617,DET,OF,OF
4168,Ka’ai Tom,664789,664789,18136,,FA,OF,OF
4169,Kade McClure,656701,656701,sa915622,,SF,SP,SP
4170,Kade Mechals,686978,686978,sa3020322,,CHW,RP,RP
4171,Kaden Polcovich,687659,687659,sa3014496,10868,SEA,2B,2B
4172,Kadon Morton,683170,683170,sa3010870,,ATL,OF,OF
4173,Kahlil Watson,696135,696135,sa3017513,,CLE,SS,SS
4174,Kai Murphy,687625,687625,sa3019857,,SD,OF,OF
4175,Kai-Noa Wynyard,698785,698785,sa3015311,,TEX,RP,RP
4176,Kai-Wei Teng,678906,678906,sa3007229,,SF,SP,SP
4177,Kainoa Harrison,656508,656508,sa829382,,FA,1B,1B
4178,Kala’i Rosario,693850,693850,sa3015199,,MIN,OF,OF
4179,Kale Emshoff,668860,668860,sa3014934,,KC,C,C
4180,Kaleb Bowman,689337,689337,sa3020745,,MIL,RP,RP
4181,Kaleb Ort,672391,672391,20061,11286,BOS,RP,RP
4182,Kaleo Johnson,682162,682162,sa3006935,,FA,3B,3B
4183,Kameron Misner,670224,670224,sa3011656,,TB,OF,OF
4184,Kamren James,687553,687553,sa3020201,,TB,3B,3B
4185,Karan Patel,664711,664711,sa1169765,,CHW,RP,RP
4186,Karell Paz,801740,801740,sa3018969,,NYM,OF,OF
4187,Karim Ayubi,699142,699142,sa3016170,,BOS,OF,OF
4188,Karl Ellison,641552,641552,sa3018120,,FA,C,C
4189,Karl Kauffmann,666154,666154,27488,11082,COL,SP,SP
4190,Karniel Pratt,805043,805043,sa3018636,,HOU,OF,OF
4191,Karson Milbrandt,703596,703596,sa3020659,,MIA,SP,SP
4192,Karson Simas,689302,689302,sa3011739,,BOS,2B,2B
4193,Kasey Ford,687271,687271,sa3017099,,HOU,RP,RP
4194,Kashon Conliffe,800244,800244,sa3018483,,SD,OF,OF
4195,Kay Robles,808073,808073,sa3021161,,SEA,OF,OF
4196,Kaylan Nicasia,702461,702461,sa3017629,,MIL,OF,OF
4197,Ke’Bryan Hayes,663647,663647,18577,10262,PIT,3B,3B
4198,Ke’Shun Collier,804622,804622,,,CHC,,
4199,Kea’von Edwards,670205,670205,sa3008109,,FA,OF,OF
4200,Keagan Gillies,687482,687482,sa3017686,,BAL,RP,RP
4201,Kean Wong,642221,642221,15994,10693,FA,2B,2B/OF
4202,Keaton Greenwalt,687469,687469,sa3010714,,FA,OF,OF
4203,Keaton Winn,676775,676775,23499,11680,SF,RP,RP
4204,Kedaur Trujillo,806014,806014,sa3019764,,HOU,C,C
4205,Keegan Akin,669211,669211,19362,10524,BAL,RP,RP
4206,Keegan Collett,676997,676997,sa3011192,,SD,RP,RP
4207,Keegan Curtis,656342,656342,sa3007833,,LAD,RP,RP
4208,Keegan Fish,681866,681866,sa3007068,,FA,C,C
4209,Keegan McGovern,656708,656708,sa3006710,,FA,OF,OF
4210,Keegan Thompson,624522,624522,19795,10919,CHC,RP,RP
4211,Keiberg Camacaro,808395,808395,sa3021267,,SF,SS,SS
4212,Keibert Ruiz,660688,660688,19610,10263,WSH,C,C
4213,Keider Montero,672456,672456,sa3002956,,DET,SP,SP
4214,Keiderson Pavon,699206,699206,sa3015811,,TEX,3B,3B
4215,Keine Urdaneta,702531,702531,sa3019494,,FA,2B,2B
4216,Keiner Delgado,700731,700731,sa3018397,,NYY,SS,SS
4217,Keinner Pina,650658,650658,sa828363,,FA,C,C
4218,Keith Rogalla,657744,657744,sa829753,,LAA,RP,RP
4219,Keithron Moss,679736,679736,sa3005599,,TEX,2B,2B
4220,Keiver Garcia,808334,808334,sa3021251,,NYM,SS,SS
4221,Keiverson Ramirez,808138,808138,sa3022126,,STL,SP,SP
4222,Kekai Rios,663519,663519,sa3007282,,TOR,C,C
4223,Kellen Strahm,687005,687005,sa3010278,,TEX,OF,OF
4224,Kellin Deglan,592256,11348,sa548189,,FA,C,C
4225,Kelvin Alcantara,808083,808083,sa3021837,,SF,OF,OF
4226,Kelvin Bautista,678654,678654,sa3006491,,LAD,RP,RP
4227,Kelvin Caceres,680983,680983,sa3005876,,LAA,RP,RP
4228,Kelvin Diaz,692840,692840,sa3015670,,PIT,2B,2B
4229,Kelvin Diaz,692556,692556,sa3016122,,BOS,OF,OF
4230,Kelvin Gutierrez,642721,642721,17468,,FA,3B,3B
4231,Kelvin HIdalgo,800193,800193,sa3018472,,COL,SS,SS
4232,Kelvin Melean,665913,665913,sa917141,,SD,SS,SS
4233,Kelvin Nunez,674555,674555,sa3002816,,SEA,RP,RP
4234,Kelvin Pena,682457,682457,sa3008083,,FA,C,C
4235,Kelvin Perez,692487,692487,sa3015154,,ATL,RP,RP
4236,Kelvin Ramirez,699062,699062,sa3015492,,LAD,RP,RP
4237,Ken Giles,571704,12910,12910,,LAD,RP,RP
4238,Ken Waldichuk,686610,686610,27681,11422,OAK,SP,SP
4239,Kendall Graveman,608665,15514,15514,8900,HOU,RP,RP
4240,Kendall Simmons,669227,669227,sa3006867,,PHI,SS,SS
4241,Kendall Williams,683086,683086,sa3011674,,LAD,SP,SP
4242,Kendry Chirinos,800140,800140,sa3018453,,TOR,3B,3B
4243,Kendry Feliz,802100,802100,sa3018970,,MIA,2B,2B
4244,Kendry Rojas,696070,696070,sa3016746,,TOR,SP,SP
4245,Kenedy Corona,685744,685744,sa3009845,,HOU,OF,OF
4246,Keni Salgado,699083,699083,sa3016029,,DET,RP,RP
4247,Kenley Jansen,445276,3096,3096,7931,BOS,RP,RP
4248,Kenlly Montas,664276,664276,sa917471,,NYY,RP,RP
4249,Kenneth Betancourt,672826,672826,sa3003350,,LAD,2B,2B
4250,Kenni Gomez,703198,703198,,,HOU,OF,OF
4251,Kennie Taylor,663772,663772,sa1169940,,MIN,OF,OF
4252,Kenny Baez,691333,691333,sa3016530,,BAL,C,C
4253,Kenny Castillo,700341,700341,sa3015863,,ARI,C,C
4254,Kenny Hernandez,665789,665789,sa943755,,STL,SP,SP
4255,Kenny Piper,700652,700652,sa3017664,,TB,C,C
4256,Kenny Rosenberg,670046,670046,20009,11452,LAA,SP,SP
4257,Kent Emanuel,592288,592288,15849,10707,PIT,RP,RP
4258,Kent Hasler,694642,694642,sa3015089,,MIL,RP,RP
4259,Kenta Maeda,628317,18498,18498,9183,MIN,SP,SP
4260,Kenya Huggins,695761,695761,sa3020609,,CIN,SP,SP
4261,Kenyi Perez,695990,695990,sa3016008,,CHC,SP,SP
4262,Kenyon Yovan,668719,668719,sa3016839,,LAA,RP,RP
4263,Keon Broxton,542979,9253,9253,,FA,OF,OF
4264,Keone Kela,605309,14696,14696,,FA,RP,RP
4265,Keoni Cavaco,686577,686577,sa3010706,,MIN,SS,SS
4266,Kerry Carpenter,681481,681481,25961,11530,DET,OF,OF
4267,Kervin Castro,665645,665645,21656,,FA,RP,RP
4268,Kervin Pichardo,682775,682775,sa3011260,,SD,SS,SS
4269,Keshawn Ogans,687248,687248,sa3019893,,ATL,SS,SS
4270,Keshawn Rombley,692398,692398,sa3015617,,FA,OF,OF
4271,Keston Hiura,669374,669374,20003,10264,MIL,1B,1B/2B
4272,Ketel Marte,606466,13613,13613,9112,ARI,2B,2B
4273,Keury Mella,622492,622492,15964,,FA,RP,RP
4274,Kevan Smith,607345,12284,12284,,FA,C,C
4275,Kevin Alcantara,682634,682634,sa3008752,10406,CHC,OF,OF
4276,Kevin Briceno,699160,699160,sa3017317,,MIL,SP,SP
4277,Kevin Cron,605196,605196,16211,9970,FA,DH,DH
4278,Kevin Dume,800134,800134,sa3021054,,OAK,1B,1B
4279,Kevin Ereu,807148,807148,sa3021104,,MIL,SS,SS
4280,Kevin Folman,683039,683039,sa3008462,,CHW,SP,SP
4281,Kevin Gausman,592332,14107,14107,8427,TOR,SP,SP
4282,Kevin Ginkel,656464,656464,19876,10662,ARI,RP,RP
4283,Kevin Gowdy,666151,666151,sa917928,,LAD,RP,RP
4284,Kevin Graham,681184,681184,sa3020087,,ARI,OF,OF
4285,Kevin Herget,643361,643361,15369,11539,CIN,RP,RP
4286,Kevin Infante,683598,683598,sa3010877,,FA,OF,OF
4287,Kevin Kelly,687330,687330,25679,11729,TB,RP,RP
4288,Kevin Kendall,675974,675974,sa3017212,,NYM,SS,SS
4289,Kevin Kiermaier,595281,11038,11038,8624,TOR,OF,OF
4290,Kevin Kilpatrick Jr.,687201,687201,sa3019891,,ATL,OF,OF
4291,Kevin Kopps,667434,667434,sa3017005,,SD,RP,RP
4292,Kevin Kramer,596012,596012,17689,,FA,2b,2b
4293,Kevin Made,691183,691183,sa3014679,,WSH,SS,SS
4294,Kevin Maitan,670867,670867,sa969045,,FA,SS,SS
4295,Kevin McCanna,621153,621153,sa658530,,ARI,SP,SP
4296,Kevin McCarthy,641838,15240,15240,,FA,RP,RP
4297,Kevin Merrell,656736,656736,sa915707,,FA,SS,SS
4298,Kevin Newman,621028,621028,17696,10078,CIN,2B/SS/ 3B,2B/SS/ 3B
4299,Kevin Padlo,656821,656821,16593,10767,LAA,3b,3b
4300,Kevin Parada,691006,691006,sa3020575,,NYM,C,C
4301,Kevin Pillar,607680,12434,12434,8576,ATL,OF,OF
4302,Kevin Plawecki,608700,13807,13807,8680,TEX,C,C
4303,Kevin Quackenbush,534812,12360,12360,,FA,RP,RP
4304,Kevin Richards,670863,670863,sa3004880,,OAK,OF,OF
4305,Kevin Santos,699176,699176,sa3016174,,ARI,OF,OF
4306,Kevin Smith,675656,675656,20242,10265,OAK,SS/3B,SS/3B
4307,Kevin Smith,663325,663325,sa3007710,11013,BAL,SP,SP
4308,Kevin Strohschein,680959,680959,sa3010859,,FA,OF,OF
4309,Kevin Verde,814269,814269,sa3021326,,NYY,SS,SS
4310,Kevin Vicuna,660631,660631,sa872466,,ARI,SS,SS
4311,Kevin Villavicencio,692944,692944,sa3015673,,NYM,SS,SS
4312,Kevin Watson,675982,675982,sa3005151,,LAA,OF,OF
4313,Kevyn Castillo,800203,800203,sa3019771,,LAA,OF,OF
4314,Keyber Rodriguez,677601,677601,sa3005488,,TEX,SS,SS
4315,Keylan Killgore,681154,681154,sa3008069,,PHI,RP,RP
4316,Keynan Middleton,641871,641871,15264,9532,NYY,RP,RP
4317,Keyner Benitez,808547,808547,sa3021795,,MIA,SP,SP
4318,Keyshawn Askew,681094,681094,sa3017916,,TB,SP,SP
4319,Khalil Lee,666137,666137,19952,10266,FA,OF,OF
4320,Khris Davis,501981,9112,9112,8446,FA,DH,DH
4321,Kier Meredith,669218,669218,sa3017325,,BOS,OF,OF
4322,Kingston Liniak,669460,669460,sa3007020,,FA,OF,OF
4323,Kirby Snead,669912,669912,19179,11243,OAK,RP,RP
4324,Kirby Yates,489446,9073,9073,8808,ATL,RP,RP
4325,Kirk McCarty,668948,668948,20555,,FA,RP,RP
4326,Kit Scheetz,677415,677415,sa873684,,FA,RP,RP
4327,Kleiver Chauran,808264,808264,sa3021221,,TB,SS,SS
4328,Kleyver Salazar,808307,808307,sa3021241,,BOS,C,C
4329,Kliubert Avila,693805,693805,sa3015684,,PHI,C,C
4330,Kobe Kato,701158,701158,sa3017052,,HOU,2B,2B
4331,Kobe Robinson,688601,688601,sa3017764,,SD,RP,RP
4332,Kodai Senga,673540,673540,31838,11182,NYM,SP,SP
4333,Kodi Medeiros,656727,656727,sa828664,,FA,RP,RP
4334,Kodi Whitley,676831,676831,19731,10723,ATL,RP,RP
4335,Kody Clemens,665019,665019,20572,11342,PHI,1B/3B,1B/2B/ 3B/OF
4336,Kody Funderburk,681892,681892,sa3007780,,MIN,RP,RP
4337,Kody Hoese,682210,682210,sa3010021,11050,LAD,3B,3B
4338,Kody Huff,687627,687627,sa3019982,,COL,C,C
4339,Koen Moreno,691103,691103,sa3014509,,CHC,SP,SP
4340,Kohei Arihara,685503,685503,27505,,FA,SP,SP
4341,Kohl Drake,684442,684442,sa3021723,,TEX,SP,SP
4342,Kohl Franklin,681673,681673,sa3008335,,CHC,SP,SP
4343,Kohl Simas,702030,702030,sa3016949,,CHW,SP,SP
4344,Kohl Stewart,640464,640464,15502,8677,FA,SP,SP
4345,Kolby Allard,663465,663465,18694,9790,ATL,SP,SP
4346,Kolby Kubichek,681443,681443,sa3017271,,NYM,RP,RP
4347,Kole Calhoun,594777,11200,11200,8295,CLE,OF,OF
4348,Kole Cottam,663526,663526,sa3006780,,BOS,C,C
4349,Kolten Wong,543939,12532,12532,8217,FA,2B,2B
4350,Kolton Ingram,688427,688427,26068,11702,LAA,RP,RP
4351,Kona Quiggle,669096,669096,sa3010588,,FA,OF,OF
4352,Konner Piotto,702920,702920,sa3016810,,TEX,C,C
4353,Konner Wade,592831,592831,14655,,SEA,RP,RP
4354,Konnor Pilkington,663455,663455,21453,11386,ARI,SP,SP
4355,Korey Holland,680690,680690,sa3008249,,CLE,OF,OF
4356,Korey Lee,686676,686676,25543,11313,CHW,C,C
4357,Korry Howell,676759,676759,sa3008238,,SD,OF,OF
4358,Kramer Robertson,670298,670298,20022,11464,STL,SS,SS
4359,Kris Bryant,592178,15429,15429,8644,COL,OF,OF
4360,Kris Bubic,663460,663460,21455,10933,KC,SP,SP
4361,Kristian Cardozo,691258,691258,sa3014706,,SEA,SP,SP
4362,Kristian Robinson,677565,677565,sa3006884,10267,ARI,OF,OF
4363,Kumar Nambiar,687643,687643,sa3010666,,OAK,SP,SP
4364,Kumar Rocker,677958,677958,sa3020827,,TEX,SP,SP
4365,Kurt Suzuki,435559,8259,8259,,FA,C,C
4366,Kutter Crawford,676710,676710,20531,11283,BOS,SP,SP
4367,Kwang Hyun Kim,547942,547942,27458,,FA,SP,SP
4368,Ky Bush,681066,681066,sa3017386,,CHW,SP,SP
4369,Kyle Backhus,679775,679775,sa3017068,,ARI,SP,SP
4370,Kyle Barraclough,607457,13713,13713,,BOS,RP,RP
4371,Kyle Battle,690350,690350,sa3016968,,NYY,OF,OF
4372,Kyle Bird,613317,613317,16618,,FA,RP,RP
4373,Kyle Bradish,680694,680694,24586,11099,BAL,SP,SP
4374,Kyle Brnovich,686599,686599,sa3014923,,BAL,SP,SP
4375,Kyle Cody,621129,621129,19686,10780,TEX,RP,RP
4376,Kyle Crick,605195,13182,13182,,FA,RP,RP
4377,Kyle Crigger,805732,805732,sa3019884,,MIA,RP,RP
4378,Kyle Datres,663979,663979,sa3008029,,COL,2B,2B
4379,Kyle Dohy,675971,675971,20334,,FA,RP,RP
4380,Kyle Dowdy,664871,664871,19285,,BAL,RP,RP
4381,Kyle Farmer,571657,14813,14813,9537,MIN,2B/SS/ 3B,2B/SS/ 3B
4382,Kyle Finnegan,640448,640448,15009,10792,WSH,RP,RP
4383,Kyle Freeland,607536,607536,16256,8941,COL,SP,SP
4384,Kyle Funkhouser,608335,608335,19456,,TEX,RP,RP
4385,Kyle Garlick,664247,664247,18063,10622,MIN,OF,OF
4386,Kyle Gibson,502043,10123,10123,8026,BAL,SP,SP
4387,Kyle Glogoski,667236,667236,sa3007464,,CIN,SP,SP
4388,Kyle Harrison,690986,690986,sa3014513,11597,SF,SP,SP
4389,Kyle Hart,606996,606996,19646,10759,SEA,SP,SP
4390,Kyle Hendricks,543294,12049,12049,8841,CHC,SP,SP
4391,Kyle Higashioka,543309,5517,5517,9470,NYY,C,C
4392,Kyle Hill,663540,663540,sa3009922,,SEA,RP,RP
4393,Kyle Holder,664060,664060,sa857840,,FA,SS,SS
4394,Kyle Hurt,669165,669165,sa3016453,,LAD,SP,SP
4395,Kyle Isbel,664728,664728,21614,10408,KC,OF,OF
4396,Kyle Johnston,656594,656594,sa3004571,,TOR,RP,RP
4397,Kyle Jones,675781,675781,sa3020556,,MIN,SP,SP
4398,Kyle Kasser,681143,681143,sa3006916,,LAA,2B,2B
4399,Kyle Keller,664918,664918,18890,,FA,RP,RP
4400,Kyle Leahy,681517,681517,24763,11822,STL,RP,RP
4401,Kyle Lewis,641786,641786,19508,10268,ARI,DH,DH
4402,Kyle Lobstein,543456,9178,9178,,FA,RP,RP
4403,Kyle MacDonald,647278,647278,sa1170553,,FA,1B,1B
4404,Kyle Manzardo,700932,700932,sa3017342,11600,CLE,1B,1B
4405,Kyle Marinconz,676327,676327,sa3007638,,FA,2B,2B
4406,Kyle Marman,663613,663613,sa3008668,,FA,RP,RP
4407,Kyle McCann,668832,668832,sa1159677,10856,OAK,C,C
4408,Kyle McGowin,641851,641851,15071,,FA,RP,RP
4409,Kyle Mottice,682569,682569,sa3007655,,FA,2B,2B
4410,Kyle Muller,666205,666205,20167,10269,OAK,SP,SP
4411,Kyle Nelson,669459,669459,20515,10929,ARI,SP,SP
4412,Kyle Nevin,693819,693819,sa3019894,,LAD,OF,OF
4413,Kyle Nicolas,693312,693312,sa3014523,,PIT,SP,SP
4414,Kyle Ryan,594986,11753,11753,,FA,RP,RP
4415,Kyle Schmidt,686619,686619,sa3010707,,MIN,C,C
4416,Kyle Schwarber,656941,16478,16478,8940,PHI,OF,OF
4417,Kyle Seager,572122,9785,9785,,FA,3B,3B
4418,Kyle Stowers,669065,669065,26151,11414,BAL,OF,OF
4419,Kyle Tucker,663656,663656,18345,9787,HOU,OF,OF
4420,Kyle Tyler,667725,667725,22092,11271,SEA,RP,RP
4421,Kyle Virbitsky,680223,680223,sa3017491,,BAL,SP,SP
4422,Kyle Whitten,671093,671093,sa3016936,,TB,RP,RP
4423,Kyle Wilcox,664048,664048,sa857699,,ATL,RP,RP
4424,Kyle Wilkie,668740,668740,sa3010270,,FA,C,C
4425,Kyle Wilson,663819,663819,sa875768,,NYM,SP,SP
4426,Kyle Wright,657140,657140,19665,10093,ATL,SP,SP
4427,Kyle Zimmer,622092,14169,14169,,CIN,SP,SP
4428,Kyler Castillo,689763,689763,sa3017373,,MIA,OF,OF
4429,Kyler Fedko,693459,693459,sa3017561,,MIN,OF,OF
4430,Kyren Paris,677347,677347,sa3011768,11090,LAA,SS,SS
4431,Lael Lockhart,679712,679712,sa3017502,,DET,RP,RP
4432,Lake Bachar,669199,669199,sa917993,,SD,SP,SP
4433,Lamar King,702601,702601,,,SD,,
4434,Lamar Sparks,676473,676473,sa3004932,,MIL,OF,OF
4435,LaMonte Wade Jr.,664774,664774,18126,10271,SF,1B/OF,1B/OF
4436,Lance Lynn,458681,2520,2520,7766,LAD,SP,SP
4437,Lance McCullers Jr.,621121,14120,14120,8659,HOU,SP,SP
4438,Landen Roupp,694738,694738,sa3017869,,SF,SP,SP
4439,Landon Knack,689017,689017,sa3014518,11058,LAD,RP,RP
4440,Landon Marceaux,669465,669465,sa3017913,,NYM,SP,SP
4441,Landon Sims,683085,683085,,,ARI,P,P
4442,Landon Stephens,686677,686677,sa3014884,,ATL,OF,OF
4443,Lane Ramsey,682010,682010,25071,11839,CHW,RP,RP
4444,Lane Thomas,657041,657041,16939,10446,WSH,OF,OF
4445,Larry Martinez,800371,800371,sa3019551,,TB,C,C
4446,Lars Nootbaar,663457,663457,21454,11225,STL,OF,OF
4447,Larson Kindreich,695465,695465,sa3017505,,TEX,SP,SP
4448,Lawrence Butler,671732,671732,sa3006873,11649,OAK,OF,OF
4449,Layant Tapia,692596,692596,sa3015652,,CHW,SS,SS
4450,Layne Henderson,668203,668203,sa3007718,,DET,RP,RP
4451,Laz Rivera,650528,650528,sa3004128,,CHW,2B,2B
4452,Lazaro Alonso,672906,672906,sa3002722,,MIA,1B,1B
4453,Lazaro Armenteros,670860,670860,sa969091,10272,OAK,OF,OF
4454,Lazaro Benitez,682844,682844,sa3008819,,DET,OF,OF
4455,Lazaro Leal,684708,684708,sa3008940,,CHW,OF,OF
4456,Lazaro Montes,703155,703155,sa3018409,,SEA,OF,OF
4457,Lazaro Morales,805116,805116,sa3018647,,SF,OF,OF
4458,Leam Mendez,801461,801461,sa3019432,,TOR,RP,RP
4459,Leandro Alsinois,802098,802098,sa3018624,,CHW,OF,OF
4460,Leandro Arias,703202,703202,sa3018433,,BAL,SS,SS
4461,Leandro Cedeno,660681,660681,sa873307,11618,FA,OF,OF
4462,Leandro Emiliani,678247,678247,sa3006897,,WSH,1B,1B
4463,Leandro Pineda,683610,683610,sa3008905,,PHI,OF,OF
4464,Leiker Figueroa,800303,800303,sa3018506,,ATL,SS,SS
4465,Lency Delgado,680894,680894,sa3006913,,FA,SS,SS
4466,Leny Carela,800143,800143,sa3019402,,PHI,2B,2B
4467,Lenyn Sosa,672820,672820,22896,11501,CHW,2B,2B
4468,Leo Jimenez,677870,677870,sa3006891,,TOR,SS,SS
4469,Leobaldo Cabrera,660659,660659,sa872551,,FA,OF,OF
4470,Leodany Perez,686742,686742,sa3008956,,FA,OF,OF
4471,Leody Taveras,665750,665750,18900,10274,TEX,OF,OF
4472,Leomar Rosario,703855,703855,sa3019127,,HOU,RP,RP
4473,Leonard Jones,695292,695292,sa3014840,,SL,OF,OF
4474,Leonardo Balcazar,699114,699114,sa3015798,,CIN,SS,SS
4475,Leonardo Bernal,699024,699024,sa3015773,,STL,C,C
4476,Leonardo Pestana,679758,679758,sa3005456,,NYY,SP,SP
4477,Leonardo Rivas,660844,660844,sa872542,,SEA,SS,SS
4478,Leonardo Rondon,699720,699720,sa3015839,,PHI,2B,2B
4479,Leonardo Seminati,682504,682504,sa3008298,,CIN,1B,1B
4480,Leonel Espinoza,696083,696083,sa3015735,,CHC,OF,OF
4481,Leonel Valera,665987,665987,sa917320,,FA,2B,2B
4482,Leosdany Molina,702416,702416,sa3015874,,HOU,SS,SS
4483,Lester Madden,683774,683774,sa3008603,,FA,OF,OF
4484,Leugim Castillo,676108,676108,sa3005128,,FA,OF,OF
4485,Leuris Portorreal,808224,808224,sa3021520,,WSH,SP,SP
4486,Leury Garcia,544725,5913,5913,8440,FA,2B,2B/SS/ 3B/OF
